,trips_in_first_30_days,avg_rating_of_driver,avg_surge,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,city_King's Landing,city_Winterfell,phone_iPhone,retained
47,1,5.0,1.25,100.0,False,0.0,3.61,5.0,0,1,1,False
48,4,4.8,1.0,0.0,False,100.0,1.75,4.8,0,1,1,False
49,2,4.4,1.0,0.0,False,71.4,10.54,4.7,0,1,1,True
50,0,5.0,1.25,100.0,False,0.0,3.25,5.0,0,1,0,False
51,4,4.5,1.0,0.0,False,52.4,3.24,5.0,0,1,0,False
52,0,5.0,1.0,0.0,False,80.0,4.98,5.0,0,1,1,True
53,6,4.4,1.56,22.2,True,22.2,3.15,4.8,0,0,1,False
54,2,3.5,1.5,50.0,False,50.0,4.94,5.0,0,1,1,True
55,1,4.0,1.0,0.0,False,100.0,36.01,5.0,0,1,1,False
56,1,2.5,1.0,0.0,False,100.0,23.49,5.0,0,0,0,False
57,0,4.3,1.0,0.0,False,66.7,10.21,5.0,0,0,0,False
58,0,5.0,1.0,0.0,False,40.0,2.6,5.0,0,0,1,False
59,1,5.0,1.25,100.0,False,0.0,6.05,4.5,0,0,1,False
60,1,4.630592804279383,1.0,0.0,True,0.0,3.01,5.0,0,0,1,False
61,1,4.630592804279383,1.0,0.0,False,0.0,4.66,5.0,0,0,1,False
62,0,4.5,1.06,25.0,False,75.0,4.81,4.8,1,0,1,False
63,3,4.8,1.03,5.4,False,54.1,2.21,4.8,0,0,1,True
64,1,4.630592804279383,1.17,33.3,False,66.7,6.12,5.0,0,0,0,False
65,1,5.0,1.0,0.0,False,75.0,10.37,5.0,0,1,1,False
66,1,5.0,1.0,0.0,True,100.0,2.42,5.0,0,1,1,False
67,0,5.0,1.0,0.0,False,100.0,1.89,5.0,0,1,0,True
68,0,5.0,1.0,0.0,True,0.0,4.44,5.0,1,0,1,True
69,5,3.9,1.09,10.5,True,63.2,2.61,4.8,0,0,1,True
70,0,5.0,1.0,0.0,False,100.0,4.46,5.0,0,0,1,False
71,1,5.0,1.0,0.0,False,100.0,1.02,5.0,0,0,0,False
72,1,5.0,1.0,0.0,False,100.0,0.0,3.0,0,0,1,False
73,2,5.0,1.0,0.0,False,0.0,37.11,5.0,0,0,1,False
74,7,5.0,1.35,36.0,False,84.0,2.3,4.9,1,0,1,True
75,0,5.0,1.0,0.0,False,0.0,1.45,4.0,0,1,0,False
76,5,4.8,1.0,0.0,False,100.0,2.47,5.0,0,0,1,False
77,0,4.630592804279383,1.0,0.0,False,100.0,19.8,5.0,0,0,1,False
78,1,5.0,1.0,0.0,False,0.0,1.82,4.0,0,1,1,False
79,0,5.0,1.0,0.0,True,66.7,10.49,5.0,0,0,0,True
80,0,4.0,1.5,25.0,False,50.0,3.99,5.0,0,0,1,False
81,1,4.0,3.5,100.0,True,100.0,17.89,4.0,0,1,0,False
82,1,4.0,1.11,18.2,True,81.8,4.61,4.8,0,1,1,True
83,7,4.8,1.03,5.3,False,63.2,2.6,4.7,1,0,1,True
84,0,4.0,1.0,0.0,True,100.0,5.01,5.0,0,0,1,True
85,4,5.0,1.0,0.0,False,100.0,2.42,4.8,0,1,1,False
86,9,4.7,1.17,25.0,True,66.7,3.55,4.9,1,0,1,False
87,6,5.0,1.0,0.0,True,67.6,3.06,4.7,0,1,1,True
88,3,5.0,1.0,0.0,False,42.9,3.3,4.8,1,0,1,True
89,0,5.0,1.0,0.0,True,0.0,4.67,5.0,0,0,1,False
90,1,5.0,1.0,0.0,False,0.0,6.28,4.798852876911923,0,1,1,False
91,3,5.0,1.0,0.0,True,50.0,10.83,5.0,0,0,0,True
92,7,3.7,1.0,0.0,False,55.2,1.55,4.5,0,1,1,True
93,5,4.0,1.0,0.0,False,80.0,1.13,4.4,0,1,0,False
94,1,1.0,1.0,0.0,True,0.0,23.34,4.0,0,0,1,False
95,1,4.630592804279383,1.0,0.0,True,100.0,1.35,4.0,0,0,1,False
96,11,4.1,1.0,1.9,True,76.9,4.89,4.6,0,1,1,True
97,4,5.0,1.0,0.0,True,75.0,5.36,5.0,0,0,0,False
98,1,4.3,1.02,10.0,False,90.0,4.2,5.0,1,0,1,True
99,73,4.9,1.0,0.0,True,89.7,2.86,4.9,0,0,0,False
100,0,4.630592804279383,1.0,0.0,False,100.0,8.3,5.0,0,0,1,True
101,1,5.0,1.17,16.7,False,33.3,6.08,5.0,0,0,0,False
102,8,4.2,1.0,0.0,True,50.0,2.15,4.9,1,0,1,True
103,2,4.4,1.0,0.0,True,50.0,6.86,4.9,0,1,1,True
104,3,3.0,1.0,0.0,True,63.6,4.08,4.9,0,1,1,True
105,0,5.0,1.0,0.0,False,0.0,4.99,5.0,0,1,0,True
106,0,4.630592804279383,1.0,0.0,False,0.0,1.63,5.0,0,0,0,False
107,14,4.9,1.09,15.9,False,50.0,10.79,4.9,1,0,1,True
108,1,3.0,1.0,0.0,False,100.0,9.14,5.0,0,0,1,False
109,1,4.630592804279383,1.0,0.0,False,66.7,3.07,5.0,0,0,0,False
110,2,5.0,1.0,0.0,True,50.0,5.25,5.0,0,0,1,True
111,1,4.7,1.0,0.0,True,100.0,3.81,5.0,1,0,1,True
112,1,4.8,1.0,0.0,True,36.4,2.65,5.0,0,0,1,True
113,1,5.0,1.0,0.0,False,33.3,10.29,3.7,0,1,0,False
114,1,4.4,1.05,9.1,False,63.6,12.32,4.7,0,1,0,True
115,0,4.0,1.0,0.0,False,100.0,1.16,4.3,0,0,1,False
116,1,5.0,1.0,0.0,False,100.0,0.0,5.0,0,1,0,False
117,1,2.5,1.63,50.0,False,100.0,2.64,5.0,0,0,1,False
118,0,5.0,1.0,0.0,True,85.7,16.85,5.0,0,1,1,True
119,1,4.630592804279383,2.5,100.0,False,0.0,4.14,5.0,0,0,0,False
120,3,4.3,1.06,11.1,True,88.9,2.67,4.9,0,0,0,False
121,2,4.9,1.0,0.0,True,41.2,5.55,4.8,0,1,1,True
122,0,5.0,1.0,0.0,False,0.0,1.58,5.0,1,0,1,True
123,0,5.0,1.0,0.0,True,33.3,1.78,5.0,0,0,0,False
124,0,5.0,1.0,0.0,True,100.0,6.1,4.8,0,1,1,True
125,0,4.4,1.32,20.0,True,90.0,8.14,4.6,0,1,1,False
126,2,5.0,1.0,0.0,False,100.0,6.04,4.5,0,0,0,False
127,2,4.0,1.38,50.0,True,0.0,2.92,5.0,0,1,0,True
128,0,4.8,1.3,20.0,False,20.0,2.81,4.3,0,0,1,False
129,3,5.0,1.0,0.0,False,0.0,2.0,5.0,0,1,1,False
130,0,4.5,1.0,0.0,True,0.0,7.4,5.0,0,0,0,False
131,0,5.0,1.0,0.0,False,100.0,1.2,4.0,0,0,0,False
132,0,5.0,1.0,0.0,True,100.0,2.64,5.0,1,0,1,True
133,2,3.8,1.06,25.0,True,37.5,3.33,4.8,0,1,1,True
134,0,5.0,1.0,0.0,False,100.0,2.88,5.0,1,0,1,True
135,1,4.630592804279383,1.75,100.0,False,100.0,1.99,5.0,0,1,1,False
136,4,4.9,1.0,0.0,False,43.8,3.22,4.5,0,1,1,True
137,1,5.0,1.0,0.0,False,100.0,13.78,5.0,0,1,1,False
138,0,4.630592804279383,1.0,0.0,True,0.0,8.2,5.0,0,0,1,False
139,4,4.4,1.0,0.0,True,45.5,10.47,4.6,1,0,1,True
140,2,5.0,1.0,0.0,True,16.7,2.27,5.0,1,0,1,True
141,3,3.8,1.06,8.3,False,41.7,1.68,4.7,0,1,0,False
142,1,4.5,1.1,10.0,True,10.0,3.57,4.8,1,0,1,True
143,2,5.0,1.0,0.0,False,40.0,11.63,4.8,1,0,1,True
144,0,5.0,1.0,0.0,True,100.0,0.95,5.0,0,1,1,True
145,11,5.0,1.03,2.3,True,57.5,4.86,4.7,1,0,1,True
146,0,5.0,1.0,0.0,True,100.0,4.97,5.0,0,1,1,False
147,7,3.7,1.09,3.8,False,57.7,5.44,4.6,0,1,1,True
148,0,4.630592804279383,1.0,0.0,False,100.0,2.64,5.0,0,1,1,False
149,0,4.8,1.21,21.4,True,28.6,3.42,5.0,0,0,1,True
150,10,4.5,1.14,22.9,False,62.9,1.64,4.8,1,0,1,True
151,0,5.0,1.17,33.3,False,66.7,4.43,4.7,0,1,1,True
152,0,5.0,1.0,0.0,True,0.0,4.01,5.0,0,1,1,False
153,2,4.0,1.0,0.0,True,50.0,2.1,4.4,0,1,1,False
154,2,5.0,1.0,0.0,True,50.0,7.63,5.0,0,1,1,False
155,4,4.5,1.0,0.0,False,0.0,1.89,4.5,0,1,1,False
156,1,4.0,1.0,0.0,False,100.0,3.18,5.0,0,1,0,False
157,1,5.0,1.0,0.0,False,20.0,3.72,5.0,0,1,0,False
158,0,5.0,1.0,0.0,False,100.0,3.8,4.7,0,0,1,False
159,1,5.0,1.0,0.0,False,0.0,18.03,5.0,0,0,0,False
160,1,5.0,1.0,0.0,True,30.0,2.92,4.7,0,0,1,True
161,0,4.9,1.0,0.0,True,42.9,2.03,4.7,1,0,1,True
162,1,5.0,1.0,0.0,False,0.0,12.6,5.0,0,0,1,False
163,2,5.0,1.0,0.0,True,42.9,2.86,5.0,1,0,1,True
164,5,5.0,1.0,0.0,True,100.0,18.57,5.0,1,0,0,True
165,2,5.0,1.63,100.0,False,0.0,1.5,3.5,0,0,1,False
166,1,4.630592804279383,1.0,0.0,False,100.0,2.36,5.0,0,1,0,False
167,0,5.0,1.0,0.0,False,100.0,1.73,5.0,0,1,0,False
168,2,5.0,1.0,0.0,False,100.0,3.37,3.5,0,0,0,False
169,0,1.0,1.0,0.0,True,100.0,2.11,5.0,0,1,1,False
170,0,4.630592804279383,1.0,0.0,False,100.0,5.45,5.0,0,0,1,True
171,1,4.0,1.0,0.0,False,100.0,2.2,5.0,0,1,1,False
172,1,5.0,1.0,0.0,False,50.0,3.88,5.0,0,1,0,False
173,1,2.0,1.0,0.0,False,100.0,9.77,5.0,0,0,0,False
174,3,4.5,1.0,0.0,True,0.0,1.75,5.0,0,0,0,False
175,1,4.0,1.25,100.0,False,100.0,3.56,5.0,1,0,1,False
176,0,5.0,1.0,0.0,False,100.0,20.32,5.0,0,0,1,False
177,0,5.0,1.0,0.0,False,75.0,14.37,5.0,1,0,1,False
178,1,4.0,1.0,0.0,False,100.0,4.46,2.0,0,0,1,False
179,1,4.0,1.0,0.0,False,100.0,12.52,5.0,0,0,1,False
180,2,3.9,1.02,3.5,False,69.0,4.2,4.6,0,0,1,True
181,1,3.0,1.0,0.0,True,0.0,2.74,4.0,0,1,0,False
182,0,4.630592804279383,1.0,0.0,True,100.0,18.15,5.0,0,1,1,False
183,1,5.0,1.0,0.0,False,0.0,7.54,5.0,1,0,1,False
184,0,5.0,1.0,0.0,True,75.0,10.16,5.0,0,1,1,False
185,1,4.630592804279383,1.0,0.0,True,0.0,26.9,5.0,0,1,0,False
186,1,5.0,1.05,20.0,False,20.0,3.15,3.8,1,0,1,True
187,1,5.0,1.0,0.0,False,0.0,4.54,5.0,0,1,1,False
188,1,4.630592804279383,1.0,0.0,False,100.0,0.0,5.0,0,1,0,False
189,2,5.0,1.0,0.0,True,33.3,8.91,5.0,0,1,1,True
190,0,4.0,1.25,50.0,False,75.0,10.37,4.0,0,1,0,False
191,1,4.630592804279383,1.0,0.0,False,100.0,1.34,5.0,0,1,0,False
192,3,4.5,1.0,0.0,True,20.0,4.42,4.5,0,1,1,True
193,4,5.0,1.0,0.0,False,100.0,5.99,3.0,0,1,1,False
194,0,5.0,1.04,14.3,True,42.9,1.78,5.0,1,0,1,True
195,1,5.0,1.0,0.0,False,100.0,1.27,5.0,0,1,1,False
196,3,4.0,1.0,0.0,True,62.5,8.0,4.8,0,1,1,True
197,0,3.7,2.25,66.7,False,33.3,3.75,5.0,0,1,1,False
198,1,5.0,2.0,50.0,False,0.0,1.38,4.0,0,1,1,False
199,0,5.0,1.0,0.0,False,100.0,4.58,5.0,0,1,1,False
200,22,4.6,1.02,2.7,True,83.8,2.34,4.6,0,1,1,True
201,1,5.0,1.0,0.0,False,100.0,27.32,5.0,1,0,1,True
202,2,4.6,1.0,0.0,False,57.1,2.5,4.5,0,1,1,False
203,2,4.5,1.2,26.1,True,52.2,6.87,5.0,1,0,1,True
204,0,5.0,1.0,0.0,False,66.7,5.28,5.0,0,1,1,False
205,0,5.0,1.0,0.0,True,100.0,2.09,5.0,0,0,1,False
206,0,5.0,1.0,0.0,False,100.0,3.69,5.0,0,1,1,True
207,3,5.0,1.0,0.0,False,0.0,2.52,5.0,0,0,0,False
208,1,4.630592804279383,1.0,0.0,False,0.0,14.93,5.0,0,1,1,False
209,0,5.0,1.0,0.0,False,100.0,11.78,5.0,0,0,0,False
210,0,5.0,1.0,0.0,False,100.0,16.88,3.0,0,1,1,False
211,0,5.0,1.0,0.0,False,0.0,2.34,5.0,1,0,1,True
212,0,5.0,1.0,0.0,False,100.0,0.89,3.0,0,1,1,False
213,1,5.0,1.0,0.0,False,0.0,3.07,5.0,0,1,0,False
214,7,4.3,1.04,7.1,False,57.1,3.81,4.9,0,0,1,True
215,1,4.630592804279383,1.0,0.0,True,100.0,19.77,4.0,0,1,1,False
216,0,4.5,1.5,50.0,False,50.0,2.7,4.5,1,0,0,True
217,8,4.7,1.0,0.0,True,72.2,2.66,4.3,0,1,1,True
218,1,5.0,1.75,100.0,False,0.0,2.6,5.0,0,1,0,False
219,0,4.630592804279383,1.0,0.0,True,100.0,12.21,5.0,1,0,0,True
220,6,4.9,1.04,7.7,False,0.0,2.34,4.8,0,1,1,True
221,1,4.3,1.13,25.0,True,25.0,10.61,5.0,0,1,0,False
222,0,4.630592804279383,1.0,0.0,False,0.0,7.89,5.0,1,0,1,False
223,2,4.630592804279383,1.0,0.0,False,100.0,5.31,5.0,0,0,1,False
224,0,4.6,1.0,0.0,False,40.0,1.69,5.0,0,1,0,True
225,3,4.8,1.0,0.0,True,39.1,5.04,4.9,0,0,1,True
226,0,5.0,1.0,0.0,False,100.0,6.8,5.0,1,0,1,True
227,0,5.0,1.0,0.0,True,100.0,17.87,5.0,0,1,1,False
228,1,5.0,1.0,0.0,True,0.0,24.43,5.0,0,0,0,False
229,2,5.0,1.04,4.9,False,46.3,2.69,4.7,1,0,1,True
230,1,1.0,1.0,0.0,True,100.0,18.61,2.0,0,1,1,False
231,1,4.630592804279383,1.0,0.0,True,100.0,9.31,4.0,0,1,1,True
232,4,5.0,1.0,0.0,True,45.5,7.17,4.3,0,1,1,True
233,0,5.0,1.0,0.0,False,100.0,12.96,5.0,0,1,0,False
234,0,4.630592804279383,1.0,0.0,False,100.0,10.68,5.0,0,1,1,False
235,0,4.0,1.0,0.0,True,42.9,1.62,5.0,0,1,0,True
236,1,4.5,1.0,0.0,False,100.0,7.6,5.0,0,0,1,False
237,6,5.0,1.09,18.2,False,45.5,1.53,4.8,1,0,1,True
238,1,4.630592804279383,1.0,0.0,False,0.0,5.72,5.0,0,0,0,False
239,2,5.0,1.0,0.0,False,33.3,16.19,4.3,0,0,1,True
240,0,5.0,1.0,0.0,False,100.0,3.28,5.0,0,0,1,False
241,2,4.630592804279383,1.0,0.0,False,100.0,12.45,4.8,1,0,0,True
242,5,4.4,1.0,0.0,True,87.5,6.46,4.9,0,0,1,True
243,0,5.0,1.13,25.0,False,25.0,5.05,4.3,0,1,1,False
244,2,4.5,1.08,16.7,True,83.3,13.83,4.8,0,0,1,False
245,1,4.0,1.0,0.0,False,100.0,3.42,5.0,0,0,0,False
246,0,5.0,1.38,50.0,False,50.0,3.04,5.0,0,1,1,False
247,0,4.630592804279383,1.0,0.0,True,100.0,17.04,5.0,0,1,1,False
248,1,4.5,1.0,0.0,False,50.0,19.07,5.0,0,1,1,True
249,2,5.0,1.0,0.0,False,100.0,1.13,5.0,1,0,0,False
250,1,4.630592804279383,1.13,50.0,True,50.0,2.82,4.0,0,0,0,False
251,2,5.0,1.0,0.0,False,100.0,8.09,5.0,0,1,1,False
252,1,4.630592804279383,1.15,20.0,True,100.0,3.34,5.0,1,0,1,True
253,0,4.630592804279383,1.0,0.0,False,0.0,20.03,5.0,1,0,0,True
254,1,4.630592804279383,1.0,0.0,False,100.0,5.38,5.0,0,0,1,False
255,1,5.0,1.0,0.0,False,0.0,10.73,5.0,0,0,1,False
256,0,5.0,1.0,0.0,False,100.0,17.63,5.0,0,1,1,False
257,1,3.0,1.0,0.0,True,100.0,6.2,3.0,0,1,0,False
258,0,2.7,1.0,0.0,True,45.5,4.56,4.9,0,0,1,False
259,4,4.2,1.0,0.0,True,45.5,2.99,4.3,0,1,1,True
260,2,5.0,1.0,0.0,False,87.5,3.56,5.0,0,1,1,True
261,0,5.0,1.0,0.0,True,100.0,1.59,5.0,0,1,1,True
262,2,4.0,1.0,0.0,False,100.0,0.68,5.0,0,1,1,False
263,3,4.3,1.0,0.0,True,66.7,9.15,5.0,1,0,0,False
264,5,4.5,1.0,0.0,False,44.4,5.76,5.0,0,0,1,False
265,5,4.6,1.0,0.0,True,55.6,3.19,4.7,0,1,1,True
266,3,4.0,1.0,0.0,True,100.0,0.7,4.7,0,1,0,False
267,0,5.0,1.25,25.0,False,0.0,7.69,5.0,0,1,1,False
268,0,5.0,1.0,0.0,True,37.5,1.86,4.5,0,1,1,True
269,0,5.0,1.0,0.0,True,100.0,5.82,5.0,0,0,1,False
270,3,5.0,1.09,12.5,False,50.0,3.84,5.0,1,0,1,True
271,1,4.630592804279383,1.0,0.0,True,100.0,2.32,5.0,0,0,0,False
272,0,4.630592804279383,1.0,0.0,True,0.0,2.37,5.0,1,0,1,True
273,1,5.0,1.0,0.0,False,100.0,1.17,5.0,0,1,1,False
274,1,2.0,4.0,100.0,False,0.0,6.0,4.798852876911923,0,0,1,False
275,5,4.6,1.1,15.4,True,69.2,4.14,5.0,0,1,0,False
276,0,5.0,1.0,0.0,True,100.0,3.23,5.0,0,0,0,False
277,1,4.630592804279383,1.0,0.0,False,0.0,1.82,4.798852876911923,0,1,1,False
278,0,5.0,1.0,0.0,False,0.0,3.29,4.8,0,0,1,True
279,1,4.630592804279383,1.0,0.0,False,0.0,13.12,5.0,0,1,1,False
280,2,4.5,1.21,42.9,True,14.3,2.51,4.3,1,0,1,True
281,0,4.630592804279383,1.0,0.0,True,100.0,0.63,5.0,0,0,1,False
282,3,3.8,1.19,17.6,False,76.5,1.83,5.0,1,0,1,False
283,6,4.8,1.08,16.7,False,33.3,1.88,5.0,0,0,1,False
284,4,4.0,1.13,25.0,False,25.0,3.34,4.5,0,0,1,False
285,1,4.9,1.12,14.8,True,44.4,7.81,4.8,0,0,1,True
286,0,4.630592804279383,1.0,0.0,False,0.0,3.57,5.0,0,0,1,False
287,0,4.630592804279383,1.0,0.0,True,100.0,1.34,5.0,0,1,0,False
288,7,3.7,1.0,0.0,True,78.6,3.3,4.7,0,0,1,True
289,0,4.630592804279383,1.0,0.0,False,0.0,6.71,5.0,0,0,0,False
290,5,4.9,1.22,27.3,False,63.6,2.41,4.9,0,0,1,True
291,1,5.0,1.0,0.0,False,100.0,8.08,5.0,0,0,1,False
292,0,4.2,1.29,14.3,False,71.4,2.43,5.0,1,0,1,True
293,0,5.0,1.0,0.0,True,100.0,0.59,5.0,0,0,1,False
294,1,4.630592804279383,1.0,0.0,True,0.0,14.51,5.0,0,1,1,False
295,1,5.0,1.0,0.0,True,0.0,5.21,5.0,1,0,0,False
296,2,5.0,1.0,0.0,False,33.3,2.96,5.0,0,1,1,False
297,1,5.0,1.0,0.0,False,100.0,5.93,5.0,1,0,1,True
298,1,5.0,1.25,100.0,False,100.0,10.43,5.0,0,0,0,False
299,9,5.0,1.0,0.0,False,88.3,1.85,4.6,0,1,0,True
300,9,5.0,1.23,20.9,True,56.7,3.03,4.6,0,1,1,True
301,0,5.0,1.0,0.0,False,33.3,4.65,5.0,0,1,1,False
302,6,4.3,1.0,0.0,False,66.7,2.82,4.8,0,1,0,False
303,0,5.0,1.0,0.0,False,33.3,2.05,4.7,0,1,1,False
304,0,5.0,2.0,50.0,True,100.0,19.81,5.0,0,1,0,False
305,8,4.0,1.01,1.7,True,70.9,7.5,4.8,1,0,1,True
306,1,5.0,1.0,0.0,True,0.0,1.64,5.0,1,0,0,False
307,2,4.6,1.0,0.0,True,57.1,3.18,4.9,0,1,1,True
308,1,2.0,1.0,0.0,False,50.0,4.56,4.5,0,1,1,True
309,0,4.630592804279383,1.0,0.0,False,100.0,8.07,3.0,1,0,1,False
310,4,4.0,1.0,0.0,True,0.0,1.84,5.0,0,1,1,False
311,1,5.0,1.0,0.0,False,100.0,4.07,2.5,0,1,0,False
312,15,4.8,1.06,11.7,True,60.0,2.48,4.9,1,0,0,True
313,0,4.9,1.0,0.0,True,23.1,2.34,4.9,1,0,0,True
314,5,4.8,1.0,0.0,True,100.0,1.89,4.6,0,1,1,False
315,0,4.630592804279383,1.0,0.0,False,0.0,11.86,4.0,0,1,1,True
316,4,5.0,1.04,16.7,False,66.7,3.83,5.0,0,0,0,False
317,1,5.0,1.0,0.0,False,0.0,14.59,5.0,0,0,1,False
318,0,5.0,1.0,0.0,False,100.0,1.43,5.0,1,0,0,True
319,1,5.0,1.0,0.0,False,33.3,6.46,5.0,1,0,1,True
320,1,5.0,1.0,0.0,False,100.0,31.01,5.0,0,0,1,False
321,2,5.0,1.0,0.0,False,100.0,5.21,5.0,0,0,1,False
322,0,5.0,1.0,0.0,False,100.0,14.79,5.0,0,0,0,False
323,2,4.5,1.0,0.0,False,50.0,3.84,4.9,0,0,0,False
324,0,3.3,1.0,0.0,False,25.0,7.34,5.0,0,0,1,False
325,0,4.3,1.0,0.0,True,100.0,3.13,5.0,0,1,1,False
326,1,4.630592804279383,1.0,0.0,False,50.0,1.58,5.0,0,1,1,False
327,1,5.0,1.0,0.0,False,0.0,4.42,5.0,0,1,1,False
328,1,4.8,1.0,0.0,False,60.0,5.73,5.0,1,0,1,True
329,0,4.630592804279383,1.0,0.0,False,100.0,7.85,5.0,0,0,0,False
330,2,4.9,1.03,13.0,False,65.2,2.88,4.9,1,0,1,True
331,1,5.0,1.0,0.0,True,0.0,6.75,5.0,0,0,1,False
332,1,5.0,1.0,0.0,True,0.0,6.25,5.0,0,0,1,False
333,8,4.5,1.05,8.6,True,93.1,2.51,4.9,1,0,1,True
334,1,4.630592804279383,1.0,0.0,True,0.0,5.54,5.0,0,0,1,False
335,4,5.0,1.0,0.0,True,50.0,10.1,5.0,0,0,0,False
336,1,4.0,1.13,25.0,False,100.0,7.04,5.0,0,1,1,False
337,0,5.0,1.0,0.0,True,40.0,3.23,5.0,1,0,0,True
338,1,5.0,1.0,0.0,False,100.0,3.95,5.0,0,0,1,True
339,4,4.9,1.1,8.6,True,62.9,2.48,4.8,1,0,1,True
340,4,3.7,1.1,8.3,True,66.7,1.76,4.8,0,1,1,True
341,1,5.0,1.0,0.0,True,50.0,2.41,5.0,0,0,1,False
342,1,5.0,1.0,0.0,False,100.0,1.37,5.0,0,1,0,False
343,1,3.0,1.0,0.0,True,25.0,1.55,5.0,0,0,1,False
344,1,4.630592804279383,1.0,0.0,False,0.0,2.56,5.0,0,1,1,False
345,5,5.0,1.02,9.1,True,81.8,1.64,4.9,1,0,1,True
346,0,5.0,1.0,0.0,False,100.0,4.95,4.7,0,0,1,False
347,2,3.5,1.0,0.0,False,0.0,4.63,5.0,0,1,0,False
348,0,5.0,1.0,0.0,False,100.0,18.86,5.0,0,1,1,False
349,1,3.3,1.0,0.0,True,33.3,6.03,5.0,0,1,1,True
350,4,5.0,1.0,0.0,False,64.0,2.0,4.8,1,0,1,True
351,4,4.7,1.0,0.0,False,50.0,0.84,5.0,0,0,0,False
352,2,4.0,1.0,0.0,True,0.0,7.09,5.0,0,0,1,False
353,1,4.630592804279383,1.0,0.0,False,0.0,1.73,5.0,0,1,0,False
354,0,5.0,2.0,100.0,False,0.0,2.85,5.0,0,1,0,False
355,0,4.630592804279383,1.25,50.0,False,0.0,1.22,5.0,1,0,0,True
